openInterestHist_sumOpenInterest,openInterestHist_sumOpenInterestValue,timestamp,topLongShortAccountRatio_longAccount,topLongShortAccountRatio_longShortRatio,topLongShortAccountRatio_shortAccount,topLongShortPositionRatio_longAccount,topLongShortPositionRatio_longShortRatio,topLongShortPositionRatio_shortAccount,globalLongShortAccountRatio_longAccount,globalLongShortAccountRatio_longShortRatio,globalLongShortAccountRatio_shortAccount,takerlongshortRatio_buySellRatio,takerlongshortRatio_sellVol,takerlongshortRatio_buyVol
61451.98400000,2073483347.17568000,1625904000000,0.5429,1.1877,0.4571,0.5250,1.1054,0.4750,0.5452,1.1988,0.4548,1.1759,7115.9580,8367.3390
61202.41200000,2065851182.76625082,1625907600000,0.5396,1.1720,0.4604,0.5221,1.0925,0.4779,0.5420,1.1834,0.4580,0.8801,5781.0110,5087.9730
61373.84100000,2069586572.92824346,1625911200000,0.5400,1.1739,0.4600,0.5238,1.0998,0.4762,0.5417,1.1820,0.4583,0.8684,8572.8520,7444.2410
61315.15600000,2061680967.98138308,1625914800000,0.5365,1.1575,0.4635,0.5197,1.0819,0.4803,0.5368,1.1589,0.4632,1.0351,9299.1810,9626.0280
61559.54600000,2080108755.65374000,1625918400000,0.5246,1.1035,0.4754,0.5214,1.0895,0.4786,0.5212,1.0886,0.4788,1.0513,6388.1030,6716.1030
62090.61200000,2101423792.73816937,1625922000000,0.5258,1.1088,0.4742,0.5229,1.0960,0.4771,0.5242,1.1017,0.4758,0.8819,8476.3850,7475.4350
61951.62600000,2087249123.82557124,1625925600000,0.5323,1.1381,0.4677,0.5194,1.0808,0.4806,0.5313,1.1336,0.4687,1.1088,5800.7190,6432.0800
61940.36500000,2093626456.44820000,1625929200000,0.5321,1.1372,0.4679,0.5200,1.0832,0.4800,0.5294,1.1249,0.4706,1.0215,5632.1290,5753.2820
62361.12500000,2110547442.92344815,1625932800000,0.5208,1.0868,0.4792,0.5212,1.0885,0.4788,0.5142,1.0585,0.4858,1.2765,11990.8050,15306.6560
63290.71600000,2153289397.89520000,1625936400000,0.5115,1.0471,0.4885,0.5214,1.0894,0.4786,0.5095,1.0387,0.4905,0.8472,28356.3100,24023.6420
62655.90300000,2093208407.42400000,1625940000000,0.5422,1.1844,0.4578,0.5191,1.0796,0.4809,0.5392,1.1701,0.4608,1.1029,5183.3800,5716.7220
62701.68500000,2097195162.48986946,1625943600000,0.5431,1.1887,0.4569,0.5195,1.0810,0.4805,0.5431,1.1887,0.4569,1.0062,6340.2480,6379.3850
62135.34000000,2075512354.20060000,1625947200000,0.5405,1.1763,0.4595,0.5191,1.0794,0.4809,0.5422,1.1844,0.4578,0.8762,13021.4990,11409.3050
61656.11000000,2054338425.92300000,1625950800000,0.5379,1.1640,0.4621,0.5204,1.0851,0.4796,0.5322,1.1377,0.4678,1.1667,3668.0320,4279.6730
61712.60400000,2061708251.20488000,1625954400000,0.5378,1.1636,0.4622,0.5196,1.0815,0.4804,0.5356,1.1533,0.4644,1.4747,4996.2680,7367.8760
61244.58800000,2059606602.70717785,1625958000000,0.5370,1.1598,0.4630,0.5195,1.0813,0.4805,0.5400,1.1739,0.4600,0.8542,6000.6300,5125.9110
60932.98400000,2041184872.17673764,1625961600000,0.5351,1.1510,0.4649,0.5207,1.0862,0.4793,0.5341,1.1464,0.4659,1.1193,8796.8440,9845.9990
60986.95500000,2055548851.79715000,1625965200000,0.5207,1.0864,0.4793,0.5180,1.0745,0.4820,0.5342,1.1468,0.4658,0.9131,4996.5620,4562.1760
61012.01100000,2050559354.46483733,1625968800000,0.5256,1.1079,0.4744,0.5179,1.0742,0.4821,0.5374,1.1617,0.4626,0.8865,4092.1900,3627.6830
61664.24000000,2066581994.52149943,1625972400000,0.5235,1.0986,0.4765,0.5178,1.0739,0.4822,0.5335,1.1436,0.4665,0.8053,6189.3990,4984.1110
61708.27700000,2063747549.75997000,1625976000000,0.5220,1.0921,0.4780,0.5188,1.0782,0.4812,0.5262,1.1106,0.4738,1.1303,6242.0570,7055.5660
61484.11300000,2056642350.16774000,1625979600000,0.5335,1.1436,0.4665,0.5188,1.0782,0.4812,0.5376,1.1626,0.4624,1.0925,5174.9720,5653.7560
61729.63600000,2072323597.22232453,1625983200000,0.5299,1.1272,0.4701,0.5189,1.0784,0.4811,0.5367,1.1584,0.4633,0.8553,6086.4420,5205.8230
61845.77600000,2069270311.89843703,1625986800000,0.5300,1.1277,0.4700,0.5189,1.0784,0.4811,0.5330,1.1413,0.4670,1.1198,5098.9510,5709.6280
61729.59300000,2067879635.90700000,1625990400000,0.5337,1.1445,0.4663,0.5187,1.0776,0.4813,0.5385,1.1668,0.4615,0.9957,9870.0110,9827.5850
62847.49100000,2116455877.76546000,1625994000000,0.5220,1.0921,0.4780,0.5187,1.0776,0.4813,0.5254,1.1070,0.4746,1.1935,8121.7980,9693.3790
63300.41200000,2132717481.10400000,1625997600000,0.5179,1.0743,0.4821,0.5183,1.0758,0.4817,0.5237,1.0995,0.4763,1.0768,6352.4020,6840.2690
63154.68400000,2131149508.59296831,1626001200000,0.5202,1.0842,0.4798,0.5183,1.0759,0.4817,0.5256,1.1079,0.4744,0.9970,4790.1640,4775.6270
63366.69200000,2141701700.86396798,1626004800000,0.5166,1.0687,0.4834,0.5186,1.0774,0.4814,0.5215,1.0899,0.4785,0.9720,5869.1520,5704.8610
63317.53800000,2135920227.05359014,1626008400000,0.5207,1.0864,0.4793,0.5183,1.0759,0.4817,0.5243,1.1022,0.4757,1.2439,7637.0450,9500.0170
63958.66700000,2168003097.77898000,1626012000000,0.5110,1.0450,0.4890,0.5184,1.0763,0.4816,0.5168,1.0695,0.4832,1.0964,8871.7560,9727.2290
64213.14800000,2177321257.05079077,1626015600000,0.5041,1.0165,0.4959,0.5182,1.0756,0.4818,0.5113,1.0462,0.4887,1.0151,6768.7200,6871.1850
